11:12:54.1940	55	1444	0	0
11:12:55.6320	55	1388	0	0
11:12:56.5910	54	1209	0	0
11:12:57.5510	54	0	0	0
11:12:58.5110	53	1255	0	0
11:12:58.9920	53	1077	0	0
11:12:59.9510	52	1393	0	0
11:13:00.9120	52	1011	0	0
11:13:02.3520	52	1327	0	0
11:13:02.8310	52	0	0	0
11:13:04.2720	52	906	0	0
11:13:06.1930	52	1476	0	0
11:13:06.6710	53	1347	0	0
11:13:07.6320	52	992	0	0
11:13:08.5940	52	0	0	0
11:13:09.0720	52	1345	1282	0
11:13:10.0320	51	1349	0	0
11:13:10.9940	51	0	0	0
11:13:11.9520	51	907	0	0
11:13:12.9120	51	892	0	0
11:13:13.8750	53	1452	0	0
11:13:14.8310	53	1347	0	0
11:13:16.2710	53	0	0	0
11:13:17.7120	52	969	0	0
11:13:18.1910	52	1218	0	0
11:13:19.1520	52	1203	1160	0
11:13:20.5920	52	0	0	0
11:13:21.5510	52	864	0	0
11:13:22.0320	53	834	0	0
11:13:22.9910	55	1331	0	0
11:13:23.9520	55	1346	0	0
11:13:25.3910	54	1245	0	0
11:13:25.8730	53	902	0	0
11:13:26.8310	53	0	0	0
11:13:28.2710	54	880	0	0
11:13:29.2320	55	1039	0	0
11:13:30.1920	56	1466	0	0
11:13:31.1520	55	1188	0	0
11:13:32.1180	54	1298	0	0
11:13:33.0720	54	1196	0	0
11:13:34.0320	53	1078	0	0
11:13:34.9920	53	1063	0	0
11:13:35.9520	53	922	0	0
11:13:36.9120	54	840	0	0
11:13:37.8720	54	0	0	0
11:13:38.8310	56	821	0	0
11:13:40.7520	57	1045	0	0
11:13:41.7120	58	1389	0	0
11:13:42.1920	57	1211	0	0
11:13:43.1510	56	998	0	0
11:13:44.5920	56	1017	0	0
11:13:45.0720	56	886	0	0
11:13:46.5120	57	919	0	0
11:13:46.9920	58	1344	0	0
11:13:48.4320	58	1146	0	0
11:13:49.8720	57	832	0	0
11:13:49.8750	57	784	0	0
11:13:51.3110	59	899	0	0
11:13:52.2720	60	1292	0	0
11:13:53.2350	60	956	0	0
11:13:54.6710	59	1354	0	0
11:13:55.1520	59	1179	0	0
11:13:56.1130	59	0	0	0
11:13:57.5520	58	1123	0	0
