11:13:59.1190	599616065056792277	6274	6306	6360	6311	6235	6191	5929	5376	4896	4887	5459	6193	6311	5924	5852	6052	6098	6042	5996	6022	6040	5959	5857	5818	5850	5878	5802	5681	5589	5542	5540	5533	5508	5445	5366	5339	5352	5389	5445	5545	5558	5371	5334	5554	5656	5602	5591	5609	5586	5579	5596	5542	5422	5376	5452	5494	5452	5422	5371	5345	5369	5322	5283	5306	5257	5200	5227	5260	5253	5223	5197	5202	5179
11:13:59.6570	599616065621553298	5137	5151	5139	5075	5068	5058	5012	5061	5137	5082	5012	4991	4827	4686	4730	4732	4725	4813	4843	4785	4760	4748	4753	4794	4799	4769	4743	4688	4674	4727	4750	4755	4785	4674	4283	3859	3665	3847	4473	4915	4637	4361	4618	4746	4459	4301	4399	4253	3690	3380	3769	4220	4273	4338	4507	4074	3032	2616	3109	3183	2759	2910	3519	4243	4605	4151	3940	4239	3806	3002	3107	3662	3750
11:14:00.2410	599616066186355011	3658	3688	3681	3704	3794	3794	3803	3878	3780	3644	3720	3817	3794	3773	3773	3762	3780	4021	5204	5936	4348	4169	6431	5758	3625	4419	4797	3060	2745	4285	4973	3799	2970	3435	3359	2991	3350	3593	3465	3533	3748	3692	3452	3461	3597	3600	3593	3660	3792	3968	4257	4419	3917	3336	3493	3776	3597	3229	2870	3185	5033	6758	6434	5535	5413	5510	5464	5320	5146	4887	4540	4234	4056
11:14:00.8260	599616066751136378	3986	3935	3931	4005	4047	4021	4014	3991	3952	3982	3945	3759	3662	3685	3692	3718	3757	3759	3803	3896	3968	4014	4070	4104	4086	4060	4074	4060	4000	3968	3940	3903	3905	3917	3910	3903	3875	3834	3827	3838	3845	3861	3836	3787	3810	3843	3813	3820	3829	3753	3716	3746	3734	3727	3732	3704	3697	3625	3259	2752	2500	2435	2377	2442	2609	2667	2639	2669	2732	2796	2877	2942	2984
11:14:01.3630	599616067315917745	3032	3060	3076	3118	3190	3222	2991	2428	1970	2051	2692	3489	3750	3396	3167	3299	3343	3252	3215	3174	3130	3141	3146	3104	3063	3042	3030	3028	3046	3063	3056	3044	2991	2907	2882	2891	2884	2912	2949	2961	3014	3097	3162	3241	3306	3306	3303	3324	3333	3371	3377	3755	5607	7455	6640	4757	4165	4084	3107	2046	2521	3111	2338	1984	2523	2609	2521	2745	2884	2880	2935	2995	3009
11:14:01.9220	599616067880699112	3044	3132	3262	3459	3787	4382	4699	4271	4211	4917	5151	4598	4246	4431	4489	4181	3885	3829	3755	3449	3030	2644	2141	1623	1583	1796	1896	2093	2349	2444	2292	1898	1516	1544	2127	2910	3185	2870	2708	2868	2880	2764	2787	2799	2720	2734	2782	2748	2729	2769	2792	2792	2785	2755	2720	2701	2722	2882	3359	3597	3162	2968	3176	3283	3109	2662	2671	3016	3060	3016	3107	3127	3644
11:14:02.5320	599616068445510997	4760	5440	5913	5908	5301	5151	4996	4554	4475	4442	4158	3970	3894	3806	3808	3792	3634	3588	3699	3660	3530	3519	3521	3498	3530	3537	3491	3452	3435	3433	3433	3415	3394	3375	3364	3352	3308	3280	3296	3299	3250	3197	3197	3199	3181	3185	3185	3144	3107	3095	3056	3035	3056	3072	3081	3079	3032	2975	2938	2940	3021	3070	2875	2412	2000	2023	2530	3220	3468	3148	2945	3042	3030
11:14:03.1090	599616069010272018	2949	2961	2942	2861	2762	2718	2769	2757	2690	2690	2637	2481	2377	2479	2398	2044	2194	2495	2229	1891	1717	1544	1419	1375	1523	1956	2377	2250	1609	1247	1372	1412	1259	1289	1493	1604	1641	1724	1810	1891	1963	1993	2035	2125	2706	3817	4102	3546	3104	3074	4079	4674	3683	2806	2850	3454	4067	3998	3317	2914	2806	2095	1778	2701	2650	877	-37	879	2352	3401	2773	1347	1572
11:14:03.6040	599616069575073731	2169	1933	1625	972	720	1180	1310	1266	1426	1539	1532	1514	1511	1553	1634	1710	1761	1798	1842	1870	1863	1893	1984	1944	1724	2111	2845	2618	2762	4473	5387	4329	3556	3970	4060	2794	708	78	1261	2268	3259	3725	2424	1509	1956	1923	1296	1217	1386	1317	1342	1347	1208	1247	1379	1389	1409	1525	1620	1713	1847	1930	1961	2018	2072	2088	2099	2090	2062	2058	2069	2072	2083
11:14:04.1910	599616070139855098	2079	2049	2042	2039	2018	2042	2074	2005	1914	1947	2014	2005	1937	1891	1910	1942	1954	1967	1981	1977	1972	1988	2011	2018	2018	2037	2065	2079	2097	2099	2178	2456	2838	3146	3428	3688	3600	3306	3218	3132	2887	2750	2794	2748	2581	2667	2945	2972	2803	2819	3002	3037	2982	3021	3026	2873	2639	2373	2053	1935	2340	3060	3496	3327	2993	2931	2912	2852	2907	3021	3007	2861	2732
11:14:04.7260	599616070704636465	2671	2669	2734	2794	2789	2755	2671	2595	2650	2764	2780	2384	1541	1023	1217	2498	4169	3910	2519	2268	2481	2472	2669	2810	2671	2560	2694	2954	2947	2708	2718	2771	2495	2245	2157	2359	2826	2669	2067	2028	2130	1972	1910	1949	2049	2120	2009	1861	1724	1553	1076	-312	-1359	-131	2250	3327	2866	2470	2373	2319	2609	2488	2081	2289	2491	2250	2081	2025	2044	2123	2058	1940	1919
11:14:05.3230	599616071269417832	1947	1986	1977	1984	2153	2273	2109	1926	1900	1879	1947	2116	2106	1977	1988	2002	1910	1935	1898	1440	912	808	1261	1995	2259	1963	1836	1947	1861	1729	1785	1831	1794	1815	1798	1771	1852	1900	1886	1923	1942	1940	1951	1886	1840	1882	1870	1741	1523	1333	1308	1426	1511	1523	1590	1694	1771	1984	2486	2894	2866	2674	2407	2187	2120	1933	1882	2120	2123	1988	1995	1912	1782
11:14:05.8960	599616071834199199	1863	1988	1873	1722	1754	1822	1863	1870	1796	1699	1646	1562	1467	1493	1562	1558	1521	1525	1579	1620	1576	1430	1333	1433	1541	1558	1687	1738	1599	1555	1585	1595	1629	1669	1734	1796	1697	1470	1284	1264	1347	1372	1315	1340	1504	1518	1326	1419	1713	1592	1310	1238	1196	1187	1363	1613	1808	1808	1363	604	134	534	1636	2398	2204	1840	1921	2051	2060	2018	1870	1731	1852
11:14:06.4340	599616072398980566	2363	2738	2461	2396	2910	3021	2685	2424	2382	2431	2319	2039	1685	1486	1465	1442	1356	1196	1129	1282	1303	1164	1354	1632	1639	1967	2373	1859	1356	2037	2618	2069	1282	601	-1007	-2435	-421	2676	2437	1576	2201	1824	942	1206	1646	1502	1194	1266	1530	1296	928	1071	1280	1196	1183	1196	1039	1104	1391	1477	1463	1363	1046	622	282	338	620	812	1034	1155	1139	1187	1199
11:14:07.0860	599616072963761933	1115	1085	1136	1166	1162	1257	1338	1157	838	699	740	764	736	794	856	789	856	1203	1372	1178	963	865	757	456	4	-206	-92	338	1058	1315	960	840	1011	1025	965	970	965	773	1284	2657	2752	1861	1447	395	-865	-641	-2	-71	-60	178	208	187	259	307	342	405	469	530	595	683	780	838	879	928	949	949	960	963	956	963	967	956	960
11:14:07.5540	599616073528543300	967	958	965	979	972	970	979	981	988	1002	1002	983	981	1000	1016	1030	1002	923	912	965	986	990	1004	1004	1000	1011	1030	1041	1051	1051	1032	997	979	1004	1032	1025	1014	1025	1041	1048	1058	1076	1060	1016	1011	1294	2236	2535	1044	196	1243	2368	2521	2042	2294	3118	3102	2697	2581	2148	1118	622	1201	1907	2187	2039	1856	2315	2750	2086	1518	1868	1761
11:14:08.1380	599616074093294149	1234	1298	1507	1551	1745	1905	1785	1565	1634	1588	951	733	1055	824	402	525	891	965	701	546	838	1305	1484	1463	1576	1655	1553	1472	1426	1317	1238	1287	1356	1377	1375	1305	1254	1231	1118	1058	1097	1127	1180	1430	1847	1995	1838	1734	1639	1472	1366	1301	1273	1317	1382	1419	1407	1298	1027	801	870	1199	1585	1463	900	766	979	1016	1004	1065	1053	1021	1076
11:14:08.6740	599616074658075516	1125	1122	1127	1136	1132	1134	1143	1148	1143	1095	1034	1071	1134	1132	1115	1095	1076	1111	1199	1183	891	409	97	273	928	1553	1572	1245	1187	1280	1243	1206	1227	1210	1150	1109	1102	1122	1146	1146	1118	1085	1060	1037	1021	1011	983	942	923	916	928	974	1023	1081	1143	1162	1143	1120	1081	1009	963	990	1041	1055	1062	1065	1023	1002	1039	1039	1016	1032	1037
11:14:09.3090	599616075222826365	1016	1027	1041	1030	1041	1023	951	928	933	919	930	951	960	972	960	928	944	977	967	965	990	990	981	993	997	986	988	1000	990	981	993	1000	990	986	990	1002	1007	995	993	1011	1014	1007	997	977	963	967	972	958	944	939	926	916	928	967	1018	912	513	55	-67	324	1039	1470	1250	951	1023	1102	1027	1007	1009	956	928	942	916
11:14:09.8460	599616075787577214	861	852	854	840	824	787	757	761	738	683	669	671	657	662	634	588	648	754	812	882	946	974	1002	1027	1023	1018	1014	988	986	990	988	1009	1018	988	972	983	993	974	942	933	944	953	939	916	914	926	909	896	909	914	889	870	877	889	916	939	939	974	1016	995	981	988	970	983	1021	995	942	970	1000	979	979	990	1104
11:14:10.3820	599616076352358581	1449	1627	1430	1278	1224	1220	1437	1625	1676	1847	1974	2180	2630	2525	1898	1495	1217	1014	1296	1970	2174	1562	1363	1796	1604	1416	1896	1886	817	-1224	-2854	-2229	-1085	-1139	-1085	-696	-706	-726	-504	-386	-361	-282	-238	-203	-118	-69	-32	62	122	129	219	382	463	481	530	541	500	560	808	1081	1363	1555	1634	1697	1611	1729	1886	1690	1555	1569	1491	1403	1396
11:14:10.9670	599616076917119600	1354	1275	1271	1289	1259	1236	1217	1146	1085	1097	1083	1032	1007	990	970	970	981	977	953	926	912	914	919	923	919	900	879	856	842	858	868	852	845	842	840	835	828	852	882	724	307	-104	-173	280	1016	1331	1044	814	896	907	787	750	782	780	766	768	773	754	729	710	687	673	666	639	601	578	551	518	504	507	520	539	502
11:14:11.5050	599616077481890797	294	-87	99	1041	1368	1007	1016	1122	951	886	977	1016	1240	1838	2088	1396	472	178	145	-449	-852	-76	720	726	861	1447	2456	3320	2655	1713	1984	1900	1588	2192	2558	2481	2405	1662	238	-611	-662	-703	-527	-192	16	9	-224	-69	344	456	601	715	680	865	845	891	1579	1754	1183	1048	1118	300	-916	-1118	-595	-502	-773	-1032	-1215	-1007	-226	544	569
11:14:12.0870	599616078046641646	219	261	507	720	1284	2127	2419	2032	1699	1477	1338	1655	1981	1831	1676	1641	1414	1245	1289	1331	1252	1090	1011	1023	1067	1245	1453	1553	1521	1407	1363	1382	1389	1435	1474	1347	1146	1065	949	687	423	314	395	513	507	446	405	247	-20	-361	-1009	-1831	-2081	-1701	-1393	-1261	-1065	-884	-764	-636	-520	-444	-384	-349	-321	-256	-187	-148	-113	-81	-60	-34	0
11:14:12.7240	599616078611392495	25	43	55	69	90	115	127	118	62	18	81	164	178	182	199	189	196	240	310	324	81	-432	-842	-726	-50	685	784	375	245	409	409	340	368	361	321	328	338	331	326	310	287	287	289	273	254	231	201	187	185	175	164	145	87	57	129	231	310	377	432	469	497	511	513	504	490	479	472	474	472	463	453	449	444
11:14:13.2090	599616079176143344	446	451	446	446	451	446	446	453	446	442	439	391	333	338	358	363	379	388	365	331	326	351	363	361	368	382	386	386	395	395	391	398	405	398	398	393	379	382	412	437	446	446	442	430	407	391	442	493	291	-201	-620	-601	-32	752	997	620	393	509	539	465	469	467	416	407	426	416	402	386	351	338	344	333	310
11:14:13.7950	599616079740924711	284	238	203	178	143	141	150	101	71	155	240	273	342	419	444	469	504	511	504	488	465	458	465	465	460	446	430	426	430	435	432	426	416	400	384	368	358	356	356	356	372	386	391	386	384	388	391	395	398	395	384	361	347	342	331	324	333	344	342	338	335	319	312	328	349	370	372	344	331	349	351	344	391
11:14:14.4150	599616080305675560	453	338	-104	-659	-845	-388	439	912	671	351	368	395	342	354	375	356	340	335	326	324	324	317	300	280	261	236	196	171	155	129	106	111	127	150	180	213	263	347	435	500	541	555	541	539	548	548	541	532	509	500	527	574	645	1016	2132	3035	2560	1958	2058	1986	1736	1715	1690	1551	1481	1493	1460	1372	1282	1187	1143	1153	1148
11:14:14.9170	599616080870426409	1125	1074	1023	1060	1088	1032	981	974	1004	1009	893	784	842	861	664	289	-189	-240	275	356	-338	-1111	-1479	-1324	-951	-764	-650	-476	-370	-321	-245	-187	-157	-71	32	-60	-469	-956	-1099	-652	175	659	439	192	331	437	613	1724	2836	2255	1430	1585	1562	1266	1245	1206	1048	1030	1069	1025	974	923	833	738	699	680	625	581	574	520	354	189	282
11:14:15.5490	599616081435177258	555	715	726	620	446	365	395	439	442	398	375	412	414	393	432	472	472	544	662	620	453	407	439	419	407	421	419	398	375	379	400	432	469	476	449	486	669	831	801	706	664	685	743	759	696	648	652	648	629	629	622	613	606	546	523	608	625	604	639	636	595	590	595	569	551	534	513	513	513	511	523	516	495
11:14:16.0900	599616081999928107	497	504	495	488	479	451	460	463	185	-333	-643	-444	203	835	845	486	442	588	581	525	509	483	474	458	386	342	365	382	388	379	342	338	372	382	423	476	421	365	402	426	463	534	516	507	534	412	398	643	738	652	657	555	215	-6	-442	-1372	-1741	-1345	-1102	-1044	-856	-720	-687	-511	284	1465	1780	1391	1296	1245	1088	1044	1030
11:14:16.6700	599616082564678956	1048	983	868	916	935	907	1030	1092	979	879	784	683	655	597	507	497	493	-94	-1592	-2312	-1486	-1171	-1514	-1201	-833	-877	-821	-655	-597	-544	-460	-423	-407	-368	-319	-291	-300	-326	-314	-291	-270	-215	-152	-134	-134	-127	-118	-101	-71	-16	148	541	560	-159	-296	481	1009	1065	854	437	300	513	643	659	701	1115	1558	289	-1535	-1153	-291	-648	-715
11:14:17.1570	599616083129429805	-344	-379	-467	-349	-338	-386	-361	-349	-361	-326	-294	-291	-256	-171	-87	-20	9	-11	-4	48	71	71	78	71	57	57	62	64	43	-4	-25	-4	11	23	39	39	32	39	48	64	83	87	76	55	55	78	87	87	85	78	83	101	106	111	113	106	118	138	143	143	141	259	810	1389	1187	395	256	1481	2345	1822	1477	1646	1569
11:14:17.7420	599616083694180654	1444	1190	-4	-1583	-1650	-764	-729	-926	-615	-430	-451	-335	-233	-240	-206	-131	-101	-81	-25	27	-90	-504	-951	-1062	-717	9	562	377	48	377	1085	1435	893	-155	-551	-224	-118	-224	-108	460	1322	1558	1662	2345	2391	1805	1664	1625	1287	953	530	-317	-500	713	1312	608	423	578	224	384	1071	1238	1215	1405	1331	1120	1055	990	1007	1027	923	872	896
11:14:18.2810	599616084258931503	875	838	810	789	759	706	678	676	678	625	520	513	562	502	435	453	453	428	428	435	442	439	439	446	421	384	384	372	344	354	361	340	314	333	384	405	398	416	437	421	379	354	354	365	384	388	351	307	307	338	363	372	358	328	312	307	284	256	284	303	115	-305	-710	-764	-312	282	370	-60	-581	-1102	-1176	-321	539
11:14:18.8650	599616084823682352	676	699	787	708	583	449	254	76	111	430	685	520	118	-865	-2611	-3199	-2183	-1727	-1905	-1604	-1278	-1250	-1118	-891	-770	-673	-548	-469	-437	-393	-361	-356	-335	-307	-305	-296	-277	-273	-263	-247	-238	-229	-208	-203	-203	-189	-199	-215	-192	-169	-173	-169	-150	-138	-125	-111	-108	-106	-104	-94	-78	-69	-71	-76	-74	-62	-46	-41	-48	-81	-122	-120	-81
