11:12:55.9990	0	0	0	0
11:12:57.0190	0	0	0	0
11:12:58.0110	0	0	0	0
11:12:58.9990	0	0	0	0
11:13:00.0490	0	0	0	0
11:13:01.0400	0	1261	2779	821
11:13:02.0580	0	399	0	0
11:13:03.0200	0	0	0	0
11:13:04.0100	0	388	0	0
11:13:04.9990	0	525	0	0
11:13:06.0200	0	0	0	0
11:13:07.0080	0	1871	0	0
11:13:07.9990	0	915	1847	0
11:13:14.0000	71	751	0	0
11:13:15.0200	72	798	0	0
11:13:16.0110	73	863	0	0
11:13:16.9990	72	893	842	0
11:13:18.0400	72	835	0	0
11:13:19.0090	72	853	0	0
11:13:20.0000	72	852	0	0
11:13:21.0210	72	764	745	0
11:13:22.0110	73	756	0	0
11:13:23.0000	73	816	0	0
11:13:24.0200	74	829	0	0
11:13:25.0090	74	840	0	0
11:13:26.0010	73	867	851	0
11:13:27.0290	73	794	0	0
11:13:28.0090	73	802	0	0
11:13:29.0330	73	829	0	0
11:13:30.0190	73	783	760	0
11:13:31.0100	74	761	0	0
11:13:32.0920	74	775	0	0
11:13:33.0210	75	746	755	0
11:13:34.0410	76	769	0	0
11:13:35.0310	76	786	0	0
11:13:36.0210	76	740	0	0
11:13:37.0110	77	752	806	0
11:13:38.0010	77	874	0	0
11:13:39.0210	76	877	0	0
11:13:40.0100	75	861	0	0
11:13:41.0010	74	861	842	0
11:13:42.0210	74	787	0	0
11:13:43.0550	74	769	0	0
11:13:44.0510	74	773	0	0
11:13:45.0500	75	810	0	0
11:13:46.0480	75	805	0	0
11:13:47.0440	75	824	874	0
11:13:48.0410	74	906	0	0
11:13:50.0380	74	860	0	0
11:13:50.0420	73	831	0	0
11:13:51.0330	73	805	805	0
11:13:52.5330	73	749	0	0
11:13:53.5290	73	716	0	0
11:13:54.0280	75	717	755	0
11:13:55.0270	76	801	820	0
11:13:56.0230	76	459	0	0
11:13:57.0190	76	429	0	0
11:13:58.0180	75	907	0	0
11:13:59.0190	75	849	785	0
11:14:00.0430	75	765	779	0
11:14:01.0170	76	776	0	0
11:14:02.1250	76	495	987	0
11:14:03.0170	77	323	429	299
11:14:04.0400	77	515	0	0
11:14:05.0150	77	574	339	734
11:14:06.0430	77	0	0	0
11:14:07.0890	77	511	1192	0
11:14:08.0380	77	0	0	0
11:14:09.0130	77	0	0	0
11:14:10.0360	77	368	0	0
11:14:11.0740	77	0	0	0
11:14:12.0350	77	0	0	0
11:14:13.0380	77	581	0	0
11:14:14.0340	77	2422	0	0
11:14:15.0130	77	3111	0	0
11:14:16.0330	77	783	0	0
11:14:17.0380	77	768	1747	0
11:14:18.0350	77	407	495	657
11:14:19.0090	77	349	0	0
