10:46:31.8580	57	1005	0	0
10:46:32.8770	56	1295	0	0
10:46:33.8680	56	1240	0	0
10:46:34.8880	55	868	0	0
10:46:35.9080	55	1386	0	0
10:46:36.8980	55	0	0	0
10:46:37.8590	56	1314	0	0
10:46:38.8480	54	1145	1294	0
10:46:39.8670	53	896	0	0
10:46:40.8580	53	0	0	0
10:46:41.8480	54	795	0	0
10:46:42.8680	56	814	0	0
10:46:43.8670	56	0	0	0
10:46:44.8480	58	1574	0	0
10:46:45.8680	58	1417	0	0
10:46:46.8580	56	1291	0	0
10:46:47.8480	54	1086	0	0
10:46:48.8730	53	1047	0	0
10:46:49.8580	54	1174	0	0
10:46:50.8480	54	881	0	0
10:46:51.8690	54	938	0	0
10:46:52.8580	56	1335	0	0
10:46:53.8490	56	0	0	0
10:46:54.8680	55	1276	0	0
10:46:55.8590	55	1144	0	0
10:46:56.8480	54	1221	0	0
10:46:57.8680	54	1215	0	0
10:46:58.8590	53	876	0	0
10:46:59.8480	54	842	0	0
10:47:00.8690	55	1394	0	0
10:47:01.8590	56	1252	0	0
10:47:02.8480	55	1205	0	0
10:47:03.8690	55	0	0	0
10:47:04.8580	54	879	0	0
10:47:05.8490	56	920	1396	0
10:47:06.8680	56	896	0	0
10:47:07.9050	56	767	0	0
10:47:08.8790	57	739	0	0
10:47:09.8680	59	736	0	0
10:47:10.8590	62	1464	0	0
10:47:11.8480	65	831	751	0
10:47:12.8690	66	737	0	0
10:47:13.8590	69	790	791	0
10:47:14.8780	70	502	0	0
10:47:15.8690	71	317	0	0
10:47:16.8580	72	935	0	0
10:47:17.8490	73	1102	0	0
10:47:18.8680	73	1124	0	0
10:47:19.8590	73	1063	0	0
10:47:20.8490	72	804	0	0
10:47:21.8680	72	758	0	0
10:47:22.8590	73	797	0	0
10:47:23.8490	73	1179	0	0
10:47:24.8690	72	980	0	0
10:47:25.8590	71	911	0	0
10:47:26.8490	70	1039	0	0
10:47:27.8690	69	908	0	0
10:47:28.9050	68	1310	0	0
10:47:29.8490	67	1182	0	0
10:47:30.8990	65	1056	0	0
10:47:31.8590	64	874	0	0
10:47:32.8480	64	915	902	0
10:47:33.8680	64	0	0	0
10:47:34.8590	64	806	0	0
10:47:35.8780	65	795	0	0
10:47:36.8690	67	1485	0	0
10:47:37.8590	68	1357	0	0
10:47:38.8490	69	1113	0	0
10:47:39.8680	67	854	0	0
10:47:40.8590	67	0	0	0
10:47:41.8780	66	886	0	0
10:47:42.9140	67	1351	0	0
10:47:43.8580	66	1296	0	0
10:47:44.8490	64	1257	0	0
10:47:45.8690	62	984	0	0
10:47:46.8590	61	889	0	0
10:47:47.8490	61	837	0	0
10:47:48.8690	61	0	0	0
10:47:49.8580	63	1448	0	0
10:47:50.8490	64	1312	0	0
10:47:51.8690	64	1340	0	0
10:47:52.8760	63	1224	0	0
10:47:53.8480	62	991	0	0
10:47:54.8680	61	887	850	0
10:47:55.8590	62	797	0	0
10:47:56.8480	62	0	0	0
10:47:57.8690	63	776	0	0
10:47:58.8580	64	846	0	0
10:47:59.8480	67	1626	0	0
10:48:00.8690	67	0	0	0
10:48:03.0900	69	1408	0	0
10:48:03.0930	69	1301	0	0
10:48:03.8690	67	1132	1039	0
10:48:04.8610	65	930	0	0
10:48:05.8640	64	817	0	0
10:48:06.8690	64	0	0	0
10:48:07.8590	65	867	0	0
10:48:08.8490	65	1069	0	0
10:48:09.8690	65	1729	0	0
10:48:10.8710	65	0	0	0
10:48:11.8490	63	823	0	0
10:48:12.8690	62	1331	0	0
10:48:13.8590	61	1321	0	0
10:48:14.8790	57	1221	910	0
10:48:15.8690	57	884	0	0
10:48:16.8600	58	815	0	0
10:48:17.8880	61	744	720	0
10:48:18.8690	63	720	0	0
10:48:19.8590	65	722	0	0
10:48:20.8490	68	775	770	0
10:48:21.8690	69	868	0	0
10:48:22.8590	70	823	0	0
